AirportCode,AirportName,Country
HZZ,Sky Bay Municipal, France 
 BLV , Scott AFB/Mid America Airport , United States 
UZF,Sky Hill Airfield, Indonesia 
PKJ,Lake Heights Municipal, United States 
 WJF , GENERAL WM J FOX AIRFIELD , United States 
 KEYQ , Weiser Air Park , United States 
 5MS2 , Turkey Bayou , United States 
 MEV , Minden , United States 
REG,Redwood Bay Airfield, United States 
 ETN , EASTLAND MUNI , United States 
 KSAN , San Diego , United States 
 KSAN , San Diego , United States 
 KMIA , Miami International , United States 
 APT , Marion County-Brown Field , United States 
 RVS , RICHARD LLOYD JONES JR , United States 
 JST , Murtha Johnstown , United States 
 BNA , Nashville International Airpor , United States 
 LZU , GWINNETT COUNTY - BRISCOE FIEL , United States 
 BJC , Jefferson County Airport , United States 
 0FL6 , Stanchester , United States 
 9K0 , Chase County Airport , United States 
ZFL,Mountain Bay Municipal, Indonesia 
 ANC , Ted Stevens Anchorage Internat , United States 
 61B , Boulder City Municipal , United States 
GGD,Green Hill Airfield, United States 
 JZI , CHARLESTON EXECUTIVE , United States 
THL,Silver Hill Municipal, United States 
 CHA , LOVELL FIELD , United States 
 4W6 , Blaine Municipal Airport , United States 
JEN,Silver Hill Municipal, United States 
 KGPM , Grand Prairie Municipal , United States 
 RXE , Rexbury-Madison County Airport , United States 
QKQ,River Valley International, United States 
QNI,Green Hill Regional, United States 
 CCR , BUCHANAN FIELD , United States 
 COI , Merritt Island , United States 
 SLH , Cheboygan County , United States 
 FCH , Fresno Chandler Executive , United States 
UCV, NONE , United States 
XYK,Clearwater Hill Airfield, United States 
 FYV , Drake Field Airport , United States 
EUS,River Field Regional, United States 
 CAK , AKRON-CANTON REGIONAL , United States 
OUZ,Silver Springs International, United States 
DST,Oak Point Municipal, United States 
 DVT , Deer Valley , United States 
JYS,Sky Bluff Municipal, United States 
 65S , BOUNDARY COUNTY , United States 
JYC,Redwood Valley Airport, United States 
IFI,Green Springs Airport, Tanzania 
OFR,Oak Valley Airfield, Australia 
LVI,Green Bluff Airfield, Germany 
DDT,Redwood Springs Municipal, Spain 
 COS , Colorado Springs Municipal , United States 
ZCJ,Clearwater Field International, United States 
 2TX3 , La Fonda Ranch Airport , United States 
 06N , Randall Airport , United States 
ACQ,Sky Springs Airport, United States 
BMN,Green Bay Municipal, United States 
 MGY , Orange County Airport , United States 
POA,Sunset Hill Regional, United States 
ZEO,Green Bay Municipal, United States 
 ALO , Waterloo Regional Airport , United States 
 APF , Naples Municipal , United States 
 APF , Naples Municipal , United States 
 GA2 , Peach State airport , United States 
 61B , Boulder City Muni Airport , United States 
 EHLE , Lelystad Airport , Netherlands 
 S05 , BANDON STATE , United States 
AZE,Mountain Springs Airport, United States 
 4OI9 , BAISDEN , United States 
 KHUM , Houma-Terrebonne Airport , United States 
 6S8 , Laurel Municipal , United States 
 DXR , Danbury Municipal Airport , United States 
 7B2 , Northampton Airport , United States 
 UGN , WAUKEGAN REGIONAL , United States 
YMS,Clearwater Valley Municipal, United States 
 CHO , Charlottesville-Albemarle , United States 
 CHD , WILLIAMS AFB , United States 
SLT,Sunset Springs International, United States 
KZY,Mountain Valley Municipal, United States 
 KACT , Waco Regional Airport , United States 
 ANP , Lee , United States 
HCR,River Hill Airfield, United States 
MRO,River Point International, United States 
RKO,Clearwater Creek Regional, United States 
DBE,Sunset Bluff Municipal, United States 
 3CK , Lake in the Hills , United States 
 GCC , Gillette Campbell County , United States 
IAO,Lake Heights Airfield, United States 
LBL,Sky Valley Airport, United Kingdom 
 00V , Meadow Lake Airport , United States 
 MHV , MOJAVE , United States 
QPB,Oak Field Airfield, United States 
XHH,Sunset Valley Regional, France 
 EKA , MURRAY FIELD , United States 
 WN53 , Frontier Airpark , United States 
 BNO , Burns Municipal Airport , United States 
 MNM , Menominee-Marinette Twin , United States 
MHU,River Harbor Airport, United States 
 KTMB , Kendall-Tamiami Executive , United States 
DBX,Oak Bluff Airfield, United States 
NTE,Redwood Hill Regional, United States 
 B10 , Bowman Field Airport , United States 
 LSPL , Langenthal Airfield , Switzerland 
 4V8 , Mount Snow Airport , United States 
VLA,Mountain Field Municipal, United States 
 OUN , UNIVERSITY OF OKLAHOMA WESTHEI , United States 
 T35 , CAMERON MUNI AIRPARK , United States 
 1RL , Point Roberts Airpark , United States 
 CKN , CROOKSTON MUNI KIRKWOOD FLD , United States 
 NZY , NORTH ISLAND NAS/HALSEY FIELD , United States 
BAE,Lake Field International, Fiji 
 CLT , Charlotte/Douglas Intl , United States 
 SBS , STEAMBOAT SPRINGS/BOB ADAMS FI , United States 
SUA,Redwood Valley Airfield, Germany 
IWO,Clearwater Harbor Airport, Italy 
 RDD , Redding Municipal , United States 
 RRT , Warroad International Airport , United States 
 BID , Block Island State , United States 
 MLI , Quad City International , United States 
IXM,Mountain Bluff Airport, United States 
ECE,Silver Heights Regional, Italy 
 VGT , North Las Vegas Airport , United States 
 FUL , Fullerton Municipal Airport , United States 
DDG, None , United States 
QYS,River Hill Regional, Germany 
WJD,Sunset Valley Municipal, United States 
 KBTF , Skypark Airport , United States 
 MSO , Missoula International Airport , United States 
 78N , Rockingham County Shiloh Airpo , United States 
 VGT , North Las Vegas , United States 
 LWA , South Haven Regional , United States 
 KMAC , Macon Downtown Airport , United States 
AMJ,Sunset Bluff Airport, Estonia 
 NONE , Private , United States 
 FFZ , Falcon Field , United States 
GCH,Oak Field Municipal, Chile 
CKS,Lake Springs Regional, United States 
 KAXH , Houston Southwest , United States 
 54T , R W J Airpark , United States 
 KDWH , David Wayne Hooks Memorial Air , United States 
 D68 , Springerville Municipal , United States 
SOK, None , United States 
XIY,Sky Heights International, United States 
AWW,Oak Heights Regional, United States 
 CDW , Essex County , United States 
NFT,Silver Field Municipal, United States 
 KMLB , Melbourne , United States 
 EKY , Bessemer Airport , United States 
 51VA , Skyview , United States 
 O43 , Yerington , United States 
FYJ,Lake Point International, United States 
 KCHA , Lovell Field , United States 
 KLAL , Lakeland , United States 
 42KY , Pirates Cove Airport , United States 
ECE, Off Airport , United States 
XQV, N/A , United States 
 MYF , Montgomery Field , United States 
 AEG , DOUBLE EAGLE II , United States 
 KEVB , New Smyrna Beach Municipal , United States 
 40G , Valle Airport , United States 
 KPGD , Charlotte , United States 
 NONE , Steve Berg Field , United States 
 FL59 , Buckingham Airfield , United States 
 MHT , Manchester Airport , United States 
 BIL , Billings Logan International , United States 
 SMD , Smith Field , United States 
QAV,Silver Creek Regional, Colombia 
FQJ,Sky Hill Municipal, Colombia 
 FLG , Flagstaff Pulliam , United States 
 SMQ , Somerset , United States 
 KBFI , Boeing Field/King County Int. , United States 
IGE,Green Springs International, Germany 
 ROS , Rush City Regional , United States 
 AZ67 , El Tiro Gliderport , United States 
XUR,Sky Creek Municipal, United States 
RWH,Clearwater Harbor Municipal, United States 
IRR,Mountain Bluff Airfield, United States 
PGQ,Mountain Valley Regional, United States 
 EUL , CALDWELL , United States 
 CAK , Akron-Canton Regional , United States 
JTK,Lake Creek Airport, United States 
EJW,River Springs International, United States 
 SAF , Santa Fe Municipal , United States 
 AZ57 , Pilots Rest Airport , United States 
VJN,Redwood Field International, United States 
EKW,Oak Bluff Municipal, United States 
 JGG , Williamsburg-Jamestown Airport , United States 
EKQ,Clearwater Field Airport, United States 
 RIR , FLABOB , United States 
 MWL , Mineral Wells Airport , United States 
 KDTO , Denton Municipal Aiport , United States 
 NONE , Van Hornsville , United States 
 NONE , Hacienda Hotel Heliport , United States 
 VG18 , Sky Bryce Airport , United States 
RBL,Oak Point Regional, United States 
 54J , DeFuniak Springs , United States 
 MEM , MEMPHIS INTL , United States 
GJC,Sky Bluff Airfield, United States 
 RDU , RALEIGH-DURHAM INTERNATIONAL , United States 
XCZ,Redwood Heights Regional, United States 
 SHN , Sanderson Field , United States 
 ALM , ALAMOGORDO-WHITE SANDS REGIONA , United States 
QFA,Green Harbor Airfield, United States 
NCI,Lake Harbor Regional, United Kingdom 
 GEU , GLENDALE MUNICIPAL , United States 
 ORD , O'Hare International , United States 
 KMLU , Monroe Regional Airport , United States 
 KMLU , Monroe Regional Airport , United States 
 MKE , Mitchell International , United States 
 MKE , Mitchell International , United States 
 ORD , O'Hare International , United States 
QGO,Sunset Bay International, France 
 5PN9 , Harrisburg Hospital Heliport , United States 
 DNN , DALTON MUNI , United States 
 LAM , LOS ALAMOS , United States 
 LAM , LOS ALAMOS , United States 
BKP,Lake Bluff Regional, United States 
IFE,River Point Airfield, United States 
NID,Mountain Heights International, United States 
 FD33 , Green Swamp Aerodrome , United States 
LPT,Redwood Hill Municipal, United States 
KUV,Sky Springs Municipal, United States 
 RJD , Ridgely Airpark , United States 
 APV , Apple Valley , United States 
SKN,Redwood Heights Regional, United States 
 DNN , DALTON MUNI , United States 
 32A , DANVILLE MUNI , United States 
NPZ,Oak Point Airport, United States 
QRV,Clearwater Bay Regional, Colombia 
QIZ,Sunset Springs Municipal, United States 
PRN,Redwood Bay Regional, United States 
 MT28 , KALISPELL REGIONAL HOSPITAL , United States 
RCB,River Springs Airfield, United States 
KLJ,Silver Creek Regional, United States 
 7FL6 , SPRUCE CREEK , United States 
IWV,Sunset Valley International, Australia 
 KFLL , Fort Lauderdale/Hollywood Intl , United States 
 KEWR , Newark Liberty Intl , United States 
 MJX , Robert J. Miller Air Park , United States 
 HYI , SAN MARCOS MUNI , United States 
 TEB , Teterboro Airport , United States 
 KRIF , Richfield Municipal Airport , United States 
 BLM , Monmouth Executive Airport , United States 
 AKQ , Wakefield Municipal Airport , United States 
 OCH , A L MANGHAM JR. REGIONAL , United States 
 SEA , SEATTLE-TACOMA INTL , United States 
IEX,Sky Springs Municipal, Sweden 
KWM,Redwood Heights Municipal, Nigeria 
 PVT ,River Creek Municipal, United States 
 MGW , Morgantown Municipal Airport , United States 
CSM,River Bay Airport, United States 
LYA,Clearwater Valley Airfield, United States 
ING,River Valley International, United States 
 O15 , Turlock Municipal Airport , United States 
 EWR , Newark International Airport , United States 
 25D , Forest Lake , United States 
 KSVH , Statesville Regional Airport , United States 
 HII , Lake Havasu City Airport , United States 
DOH,Oak Heights Municipal, United States 
 LNS , Lancaster Airport , United States 
 FCM , FLYING CLOUD , United States 
 LWV , LAWRENCEVILLE-VINCENNES INTL , United States 
VQZ,Green Valley Regional, United States 
 3R5 , NEW BRAUNFELS MUNI , United States 
SYY,River Heights Regional, Sweden 
XWK,Clearwater Harbor Airfield, Madagascar 
XYJ,Lake Harbor Regional, United States 
QNQ,Redwood Field International, United States 
LIN,Green Heights Municipal, United States 
 FMN , FOUR CORNERS REGIONAL , United States 
 1V9 , BLAKE FIELD , United States 
 CNO , CHINO , United States 
 P33 , Cochise County , United States 
 DEN , DENVER INTL , United States 
 BXK , Buckeye Municipal Airport , United States 
KAU, Offshore Platform , United States 
 KRWI , Rocky Mount-Wilson Regional , United States 
GWT,Sky Valley International, United States 
INQ, Off Airport , United States 
 PAMR , Merrill Field , United States 
 KSPB , Scappoose Industrial Airpark , United States 
 AMW , Ames Muni , United States 
GTH,Sunset Hill International, United States 
 KSGJ , St. Augustine Airport , United States 
XNR,Redwood Creek Airfield, United States 
ANJ,Sunset Hill Municipal, United States 
JMO,Lake Point Airport, United States 
 8TA0 , SAN GERONIMO AIRPARK , United States 
EKT,Lake Bluff Municipal, United States 
 KOMN , Ormond Beach Municipal , United States 
TSM,River Heights Airfield, United States 
 X23 , Umatilla Municipal , United States 
 O27 , OAKDALE , United States 
XDL,River Bay Airfield, United States 
 NONE , Private , United States 
 N14 , Flying W Airport , United States 
 FME , Tipton Airport , United States 
FIL,Sunset Valley Airport, United States 
MMT,River Heights Airport, South Africa 
WAV,Sky Harbor Regional, United States 
ZLX, Off Airport , United States 
TRO,Mountain Harbor Regional, France 
 KSTF , Starkville/George M. Bryan , United States 
OCJ,Lake Springs Regional, Spain 
 DXE , Dexter Municipal Airport , United States 
VJB,Redwood Heights Regional, United States 
 CHD , Chandler Municipal Airport , United States 
 VKS , VICKSBURG MUNI , United States 
 ATS , Artesia , United States 
BGI,Clearwater Creek Regional, United States 
 EZF , Shannon Airport , United States 
VOB,Mountain Bluff Airfield, United States 
QQA,Oak Heights Regional, United States 
 CJR , Culpeper Regional Airport , United States 
 PVT , Stother Landing Strip , United States 
 MYF , MONTGOMERY FIELD , United States 
 A61 , Tuntutuliak , United States 
 BUR , Bob Hope , United States 
IQF,Oak Point International, Germany 
 SVH , Statesville Regional Airport , United States 
OPM,River Field Airfield, Brazil 
MBK,Oak Hill Regional, United States 
 2W6 , St. Mary's County Regional , United States 
 4SD , RENO/STEAD , United States 
 T82 , Gillespie County , United States 
 ONO , Ontario Municipal , United States 
 28A , Goose Creek Airport , United States 
NNF,Silver Valley International, United States 
 AJZ , Blake Field , United States 
VBG,Clearwater Heights Airfield, United States 
 O7FA , Ocean Reef Club Airport , United States 
 22FA , Hidden River Airport , United States 
