AccidentNumber,Date,WeatherCondition,InjurySeverity,AircraftDamage,LocationID
 ATL07CA084 , 05/21/2007 , VMC , Non-Fatal , Substantial ,1348
 CHI07LA150 , 05/21/2007 , VMC , Fatal(2) , Substantial ,1349
 SEA07LA129 , 05/20/2007 , VMC , Fatal(1) , Substantial ,1350
 DFW07LA118 , 05/20/2007 , VMC , Non-Fatal , Substantial ,1351
 DFW07CA122 , 05/20/2007 , VMC , Non-Fatal , Substantial ,1352
 MIA07CA100 , 05/19/2007 , VMC , Non-Fatal , Substantial ,1353
 SEA07LA132 , 05/19/2007 , VMC , Non-Fatal , Substantial ,1354
 DFW07CA117 , 05/19/2007 , VMC , Non-Fatal , Substantial ,1355
 ANC07LA038 , 05/19/2007 , VMC , Non-Fatal , Substantial ,1356
 SEA07LA133 , 05/19/2007 , VMC , Non-Fatal , Substantial ,1357
 CHI07LA147 , 05/19/2007 , VMC , Fatal(1) , Destroyed ,1358
 CHI07LA151 , 05/19/2007 , VMC , Non-Fatal , Substantial ,1359
 CHI07CA148 , 05/19/2007 , VMC , Non-Fatal , Substantial ,1360
 NYC07CA122 , 05/19/2007 , VMC , Non-Fatal , Substantial ,1361
 NYC07LA121 , 05/18/2007 , VMC , Non-Fatal , Substantial ,1362
 CHI07CA149 , 05/18/2007 , VMC , Non-Fatal , Substantial ,1363
 SEA07CA127 , 05/18/2007 , VMC , Non-Fatal , Substantial ,1364
 SEA07CA128 , 05/18/2007 , VMC , Non-Fatal , Substantial ,1365
 SEA07LA126 , 05/18/2007 , VMC , Fatal(1) , Substantial ,1366
 SEA07LA131 , 05/18/2007 , VMC , Non-Fatal , Substantial ,1367
 NYC07FA119 , 05/17/2007 , IMC , Fatal(3) , Substantial ,1368
 SEA07CA125 , 05/17/2007 , VMC , Non-Fatal , Substantial ,1369
 NYC07CA120 , 05/17/2007 , VMC , Non-Fatal , Destroyed ,1370
 DFW07CA114 , 05/16/2007 , VMC , Non-Fatal , Substantial ,1371
 DFW07CA115 , 05/16/2007 , VMC , Non-Fatal , Substantial ,1372
 MIA07CA097 , 05/15/2007 , VMC , Non-Fatal , Substantial ,1373
 CHI07CA139 , 05/15/2007 , VMC , Non-Fatal , Substantial ,1374
 SEA07CA130 , 05/15/2007 , VMC , Non-Fatal , Substantial ,1375
 CHI07CA144 , 05/14/2007 , VMC , Non-Fatal , Substantial ,1376
 MIA07CA099 , 05/14/2007 , VMC , Non-Fatal , Substantial ,1377
 DCA07WA043 , 05/13/2007 , VMC , Incident ,  ,1378
 DFW07WA113 , 05/13/2007 , VMC , Fatal(1) , Destroyed ,1379
 NYC07CA118 , 05/13/2007 , VMC , Non-Fatal , Substantial ,1380
 MIA07FA098 , 05/13/2007 , VMC , Fatal(1) , Destroyed ,1381
 DFW07LA111 , 05/13/2007 , VMC , Non-Fatal , Substantial ,1382
 LAX07LA168 , 05/13/2007 , VMC , Fatal(1) , Destroyed ,1383
 LAX07LA163 , 05/12/2007 , VMC , Fatal(1) , Substantial ,1384
 LAX07LA167 , 05/12/2007 , VMC , Fatal(1) , Substantial ,1385
 SEA07FA119 , 05/12/2007 , VMC , Fatal(5) , Substantial ,1386
 LAX07CA164 , 05/12/2007 , VMC , Non-Fatal , Substantial ,1387
 DCA07WA041 , 05/12/2007 , VMC , Incident , Minor ,1388
 DFW07WA110 , 05/12/2007 , VMC , Fatal(1) , Substantial ,1389
 DEN07CA092 , 05/12/2007 , VMC , Non-Fatal , Substantial ,1390
 CHI07CA146 , 05/12/2007 , VMC , Non-Fatal , Substantial ,1391
 LAX07CA165 , 05/12/2007 , VMC , Non-Fatal , Substantial ,1392
 LAX07CA166 , 05/12/2007 , VMC , Non-Fatal , Substantial ,1393
 LAX07CA170 , 05/12/2007 , VMC , Non-Fatal , Substantial ,1394
 LAX07CA161 , 05/12/2007 , VMC , Non-Fatal , Substantial ,1395
 LAX07CA162 , 05/12/2007 , VMC , Non-Fatal , Substantial ,1396
 LAX07CA169 , 05/12/2007 , VMC , Non-Fatal , Substantial ,1397
 LAX07CA157 , 05/11/2007 , VMC , Non-Fatal , Substantial ,1398
 LAX07CA159 , 05/11/2007 , VMC , Non-Fatal , Substantial ,1399
 DFW07LA108 , 05/11/2007 , VMC , Non-Fatal , Substantial ,1400
 LAX07LA158 , 05/11/2007 , VMC , Non-Fatal , Substantial ,1401
 CHI07FA140A , 05/11/2007 , VMC , Fatal(3) , Destroyed ,1402
 CHI07FA140B , 05/11/2007 , VMC , Fatal(3) , Destroyed ,1403
 LAX07FA160 , 05/11/2007 , VMC , Fatal(2) , Destroyed ,1404
 DFW07LA109 , 05/11/2007 , VMC , Non-Fatal , Substantial ,1405
 DFW07LA116 , 05/10/2007 , VMC , Non-Fatal , Substantial ,1406
 LAX07LA155 , 05/10/2007 , VMC , Non-Fatal , Substantial ,1407
 LAX07LA156 , 05/10/2007 , VMC , Fatal(2) , Substantial ,1408
 CHI07CA153 , 05/10/2007 , VMC , Non-Fatal , Substantial ,1409
 CHI07CA142 , 05/10/2007 , VMC , Non-Fatal , Substantial ,1410
 NYC07CA117 , 05/10/2007 , VMC , Non-Fatal , Substantial ,1411
 LAX07CA154 , 05/10/2007 , VMC , Non-Fatal , Substantial ,1412
 CHI07CA136 , 05/10/2007 , VMC , Non-Fatal , Substantial ,1413
 ANC07CA033 , 05/10/2007 , VMC , Non-Fatal , Substantial ,1414
 DFW07CA112 , 05/10/2007 , VMC , Non-Fatal , Substantial ,1415
 CHI07CA134 , 05/09/2007 , VMC , Non-Fatal , Substantial ,1416
 DFW07CA106 , 05/09/2007 , VMC , Non-Fatal , Substantial ,1417
 CHI07CA143 , 05/09/2007 , VMC , Non-Fatal , Substantial ,1418
 NYC07CA116 , 05/09/2007 , VMC , Non-Fatal , Substantial ,1419
 CHI07WA141 , 05/09/2007 , VMC , Incident ,  ,1420
 MIA07CA096 , 05/09/2007 , VMC , Non-Fatal , Substantial ,1421
 MIA07CA095 , 05/08/2007 , VMC , Non-Fatal , Substantial ,1422
 CHI07CA137 , 05/08/2007 , VMC , Non-Fatal , Substantial ,1423
 CHI07CA132 , 05/08/2007 , VMC , Non-Fatal , Substantial ,1424
 LAX07LA153 , 05/08/2007 , VMC , Non-Fatal , Substantial ,1425
 DFW07LA107 , 05/08/2007 , VMC , Non-Fatal , Substantial ,1426
 SEA07FA124 , 05/07/2007 , VMC , Fatal(1) , Substantial ,1427
 CHI07LA164 , 05/07/2007 , VMC , Non-Fatal , Substantial ,1428
 ENG08WA004 , 05/07/2007 , VMC , Incident ,  ,1429
 LAX07CA171 , 05/07/2007 , VMC , Non-Fatal , Substantial ,1430
 NYC07CA113 , 05/06/2007 , VMC , Non-Fatal , Substantial ,1431
 MIA07CA093 , 05/06/2007 , VMC , Non-Fatal , Substantial ,1432
 SEA07CA123 , 05/06/2007 , VMC , Non-Fatal , Substantial ,1433
 NYC07CA110 , 05/06/2007 , VMC , Non-Fatal , Substantial ,1434
 LAX07CA284 , 05/06/2007 , VMC , Non-Fatal , Substantial ,1435
 NYC07LA114 , 05/05/2007 , VMC , Non-Fatal , Minor ,1436
 MIA07CA094 , 05/05/2007 , VMC , Non-Fatal , Substantial ,1437
 DCA07RA040 , 05/05/2007 , VMC , Fatal(114) , Destroyed ,1438
 NYC07CA111 , 05/05/2007 , VMC , Non-Fatal , Substantial ,1439
 DFW07LA105 , 05/05/2007 , VMC , Non-Fatal , Substantial ,1440
 MIA07LA092 , 05/05/2007 , VMC , Non-Fatal , Substantial ,1441
 LAX07CA152 , 05/05/2007 , VMC , Non-Fatal , Substantial ,1442
 MIA07LA091 , 05/05/2007 , VMC , Fatal(1) , Substantial ,1443
 CHI07LA135 , 05/05/2007 , VMC , Non-Fatal , Substantial ,1444
 NYC07FA109 , 05/04/2007 , VMC , Non-Fatal , Substantial ,1445
 ANC07FA037 , 05/04/2007 , VMC , Fatal(1) , Substantial ,1446
 NYC07CA112 , 05/04/2007 , VMC , Non-Fatal , Substantial ,1447
 CHI07CA131 , 05/04/2007 , VMC , Non-Fatal , Destroyed ,1448
 NYC07CA115 , 05/04/2007 , VMC , Non-Fatal , Substantial ,1449
 SEA07CA121 , 05/04/2007 , VMC , Non-Fatal , Substantial ,1450
 SEA07CA122 , 05/04/2007 , VMC , Non-Fatal , Substantial ,1451
 NYC07CA108 , 05/04/2007 , VMC , Non-Fatal , Substantial ,1452
 LAX07CA151 , 05/04/2007 , VMC , Non-Fatal , Substantial ,1453
 ATL07FA083 , 05/04/2007 , IMC , Fatal(3) , Substantial ,1454
 LAX07FA150 , 05/03/2007 , VMC , Fatal(2) , Destroyed ,1455
 NYC07LA107 , 05/03/2007 , VMC , Non-Fatal , Substantial ,1456
 ANC07LA036 , 05/03/2007 , VMC , Non-Fatal , Substantial ,1457
 CHI07LA129 , 05/03/2007 , VMC , Non-Fatal , Substantial ,1458
 DFW07LA102 , 05/02/2007 , IMC , Fatal(1) , Substantial ,1459
 SEA07LA118 , 05/02/2007 , VMC , Non-Fatal , Substantial ,1460
 DFW07LA103 , 05/02/2007 , VMC , Fatal(2) , Destroyed ,1461
 MIA07IA088 , 05/02/2007 , VMC , Incident ,  ,1462
 MIA07CA090 , 05/02/2007 , VMC , Non-Fatal , Substantial ,1463
 CHI07WA133 , 05/01/2007 , VMC , Unavailable , Substantial ,1464
 LAX07LA147 , 05/01/2007 , VMC , Fatal(1) , Destroyed ,1465
 CHI07CA128 , 05/01/2007 , VMC , Non-Fatal , Substantial ,1466
 ANC07LA035 , 05/01/2007 , VMC , Non-Fatal , Substantial ,1467
 CHI07LA126 , 05/01/2007 , VMC , Non-Fatal , Substantial ,1468
 LAX07CA145 , 04/30/2007 , VMC , Non-Fatal , Substantial ,1469
 LAX07CA146 , 04/30/2007 , VMC , Non-Fatal , Substantial ,1470
 CHI07LA127 , 04/30/2007 , VMC , Non-Fatal , Substantial ,1471
 SEA07CA120 , 04/30/2007 , VMC , Non-Fatal , Substantial ,1472
 DFW07CA104 , 04/30/2007 , VMC , Non-Fatal , Substantial ,1473
 SEA07CA116 , 04/29/2007 , VMC , Non-Fatal , Substantial ,1474
 DEN07CA091 , 04/29/2007 , VMC , Non-Fatal , Substantial ,1475
 DEN07CA088 , 04/29/2007 , VMC , Non-Fatal , Substantial ,1476
 CHI07CA125 , 04/29/2007 , VMC , Non-Fatal , Substantial ,1477
 LAX07LA142 , 04/29/2007 , VMC , Fatal(1) , Destroyed ,1478
 LAX07LA140 , 04/29/2007 , IMC , Fatal(3) , Destroyed ,1479
 LAX07LA143 , 04/29/2007 , IMC , Non-Fatal , Substantial ,1480
 SEA07CA115 , 04/29/2007 , VMC , Non-Fatal , Substantial ,1481
 DCA07WA044 , 04/29/2007 , VMC , Incident ,  ,1482
 LAX07CA141 , 04/29/2007 , VMC , Non-Fatal , Substantial ,1483
 ANC07CA034 , 04/29/2007 , VMC , Non-Fatal , Substantial ,1484
 DEN07FA089 , 04/29/2007 , VMC , Fatal(1) , Substantial ,1485
 NYC07LA106 , 04/29/2007 , VMC , Non-Fatal , Substantial ,1486
 LAX07CA149 , 04/29/2007 , VMC , Non-Fatal , Substantial ,1487
 ATL07CA082 , 04/29/2007 , VMC , Non-Fatal , Destroyed ,1488
 SEA07LA114 , 04/28/2007 , VMC , Non-Fatal , Substantial ,1489
 MIA07LA086 , 04/28/2007 , VMC , Non-Fatal ,  ,1490
 CHI07CA124 , 04/28/2007 , VMC , Non-Fatal , Destroyed ,1491
 LAX07CA139 , 04/28/2007 , VMC , Non-Fatal , Substantial ,1492
 LAX07CA138 , 04/28/2007 , VMC , Non-Fatal , Substantial ,1493
 DFW07WA100 , 04/28/2007 , IMC , Fatal(1) , Destroyed ,1494
 CHI07CA123 , 04/28/2007 , VMC , Non-Fatal , Substantial ,1495
 DFW07CA097 , 04/28/2007 , VMC , Non-Fatal , Substantial ,1496
 DFW07CA098 , 04/28/2007 , VMC , Non-Fatal , Substantial ,1497
 LAX07CA144 , 04/28/2007 , VMC , Non-Fatal , Substantial ,1498
 MIA07CA079 , 04/27/2007 , VMC , Non-Fatal , Substantial ,1499
 SEA07CA113 , 04/27/2007 , VMC , Non-Fatal , Substantial ,1500
 LAX07LA137 , 04/27/2007 , VMC , Non-Fatal , Substantial ,1501
 DFW07CA099 , 04/27/2007 , VMC , Non-Fatal , Substantial ,1502
 MIA07LA089 , 04/27/2007 , VMC , Non-Fatal , Substantial ,1503
 ANC07LA032 , 04/26/2007 , VMC , Non-Fatal , Substantial ,1504
 NYC07WA152 , 04/26/2007 , VMC , Non-Fatal , Destroyed ,1505
 ATL07FA081 , 04/26/2007 , VMC , Fatal(1) , Substantial ,1506
 DEN07CA087 , 04/26/2007 , VMC , Non-Fatal , Substantial ,1507
 CHI07CA122 , 04/26/2007 , VMC , Non-Fatal , Substantial ,1508
 LAX07CA135 , 04/26/2007 , VMC , Non-Fatal , Substantial ,1509
 NYC07LA104 , 04/25/2007 , VMC , Non-Fatal , Substantial ,1510
 DFW07CA096 , 04/25/2007 , VMC , Non-Fatal , Substantial ,1511
 MIA07WA159 , 04/25/2007 , VMC , Fatal(3) , Destroyed ,1512
 SEA07GA112 , 04/25/2007 , VMC , Fatal(1) , Destroyed ,1513
 ANC07LA031 , 04/25/2007 , VMC , Non-Fatal , Substantial ,1514
 NYC07LA105 , 04/25/2007 , IMC , Non-Fatal ,  ,1515
 ATL07LA079 , 04/24/2007 , VMC , Non-Fatal , Substantial ,1516
 LAX07LA189 , 04/24/2007 , VMC , Non-Fatal ,  ,1517
 CHI07CA120 , 04/24/2007 , VMC , Non-Fatal , Substantial ,1518
 ANC07CA030 , 04/24/2007 , VMC , Non-Fatal , Substantial ,1519
 DFW07CA101 , 04/24/2007 , VMC , Non-Fatal , Substantial ,1520
 CHI07LA115 , 04/23/2007 , VMC , Fatal(2) , Destroyed ,1521
 NYC07CA103 , 04/23/2007 , VMC , Non-Fatal , Substantial ,1522
 LAX07LA134 , 04/23/2007 , VMC , Non-Fatal , Substantial ,1523
 CHI07LA113 , 04/22/2007 , VMC , Fatal(2) , Substantial ,1524
 ATL07FA077 , 04/22/2007 , VMC , Fatal(5) , Destroyed ,1525
 LAX07CA133 , 04/22/2007 , VMC , Non-Fatal , Substantial ,1526
 ATL07CA076 , 04/22/2007 , VMC , Non-Fatal , Substantial ,1527
 CHI07CA111 , 04/22/2007 , VMC , Non-Fatal , Substantial ,1528
 LAX07CA132 , 04/22/2007 , VMC , Non-Fatal , Substantial ,1529
 ATL07CA080 , 04/22/2007 , VMC , Non-Fatal , Substantial ,1530
 ATL07IA078 , 04/22/2007 , VMC , Incident , Minor ,1531
 NYC07FA100 , 04/22/2007 , VMC , Fatal(2) , Destroyed ,1532
 CHI07FA114 , 04/22/2007 , VMC , Fatal(2) , Substantial ,1533
 DCA07WA042 , 04/21/2007 , VMC , Incident ,  ,1534
 CHI07CA116 , 04/21/2007 , VMC , Non-Fatal , Substantial ,1535
 MIA07LA085 , 04/21/2007 , VMC , Non-Fatal , Substantial ,1536
 MIA07LA084 , 04/21/2007 , VMC , Fatal(5) , Destroyed ,1537
 DFW07WA094 , 04/21/2007 , VMC , Fatal(2) ,  ,1538
 CHI07CA117 , 04/21/2007 , VMC , Non-Fatal , Substantial ,1539
 CHI07CA118 , 04/21/2007 , VMC , Non-Fatal , Substantial ,1540
 CHI07CA112 , 04/21/2007 , VMC , Non-Fatal , Substantial ,1541
 SEA07LA111A , 04/21/2007 , VMC , Non-Fatal , Substantial ,1542
 SEA07LA111B , 04/21/2007 , VMC , Non-Fatal , Substantial ,1543
 LAX07CA131 , 04/21/2007 , VMC , Non-Fatal , Substantial ,1544
 CHI07CA110 , 04/21/2007 , VMC , Non-Fatal , Substantial ,1545
 NYC07LA102 , 04/21/2007 , VMC , Non-Fatal , Substantial ,1546
 NYC07CA101 , 04/20/2007 , VMC , Non-Fatal , Destroyed ,1547
 SEA07CA100 , 04/20/2007 , VMC , Non-Fatal , Substantial ,1548
 CHI07CA119 , 04/20/2007 , VMC , Non-Fatal , Substantial ,1549
 SEA07LA110 , 04/20/2007 , VMC , Non-Fatal , Substantial ,1550
 MIA07FA083 , 04/20/2007 , VMC , Fatal(3) , Substantial ,1551
 SEA07LA108 , 04/19/2007 , VMC , Non-Fatal , Substantial ,1552
 NYC07LA098 , 04/19/2007 , VMC , Fatal(2) , Destroyed ,1553
 ENG07WA027 , 04/19/2007 , VMC , Incident , Minor ,1554
 SEA07CA107 , 04/19/2007 , VMC , Non-Fatal , Substantial ,1555
 SEA07CA109 , 04/19/2007 , VMC , Non-Fatal , Substantial ,1556
 MIA07LA081 , 04/19/2007 , IMC , Fatal(2) , Substantial ,1557
 NYC07CA099 , 04/19/2007 , VMC , Non-Fatal , Substantial ,1558
 SEA07CA105 , 04/18/2007 , VMC , Non-Fatal , Substantial ,1559
 NYC07FA096 , 04/18/2007 , VMC , Fatal(1) , Destroyed ,1560
 MIA07WA082 , 04/18/2007 , VMC , Incident ,  ,1561
 DEN07WA095 , 04/18/2007 , VMC , Non-Fatal , Substantial ,1562
 SEA07FA106 , 04/18/2007 , IMC , Fatal(2) , Substantial ,1563
 MIA07CA078 , 04/18/2007 , VMC , Non-Fatal , Substantial ,1564
 ANC07LA029 , 04/17/2007 , VMC , Non-Fatal , Substantial ,1565
 SEA07CA104 , 04/17/2007 , VMC , Non-Fatal , Substantial ,1566
 SEA07CA103 , 04/17/2007 , VMC , Non-Fatal , Destroyed ,1567
 SEA07CA102 , 04/17/2007 , VMC , Non-Fatal , Destroyed ,1568
 CHI07LA121 , 04/16/2007 , VMC , Non-Fatal , Substantial ,1569
 CHI07LA104 , 04/16/2007 , VMC , Fatal(1) , Substantial ,1570
 NYC07LA095 , 04/16/2007 , VMC , Non-Fatal , Substantial ,1571
 MIA07LA076 , 04/16/2007 , VMC , Non-Fatal , Substantial ,1572
 MIA07LA077 , 04/16/2007 , VMC , Fatal(2) , Destroyed ,1573
 CHI07LA106 , 04/16/2007 , VMC , Non-Fatal , Substantial ,1574
 LAX07LA130 , 04/15/2007 , VMC , Fatal(3) , Destroyed ,1575
 DFW07CA093 , 04/15/2007 , VMC , Non-Fatal , Substantial ,1576
 DFW07CA092 , 04/15/2007 , VMC , Non-Fatal , Substantial ,1577
 CHI07CA101 , 04/15/2007 , VMC , Non-Fatal , Substantial ,1578
 CHI07CA105 , 04/15/2007 , VMC , Non-Fatal , Substantial ,1579
 CHI07CA103 , 04/14/2007 , VMC , Non-Fatal , Substantial ,1580
 NYC07CA097 , 04/14/2007 , VMC , Non-Fatal , Substantial ,1581
 ENG07WA026 , 04/14/2007 , VMC , Incident ,  ,1582
 ATL07CA075 , 04/14/2007 , VMC , Non-Fatal , Substantial ,1583
 NYC07LA094 , 04/14/2007 , VMC , Fatal(2) , Substantial ,1584
 CHI07FA102 , 04/14/2007 , IMC , Fatal(3) , Destroyed ,1585
 SEA07LA101A , 04/13/2007 , VMC , Non-Fatal , Substantial ,1586
 SEA07LA101B , 04/13/2007 , VMC , Non-Fatal , Minor ,1587
 MIA07LA074 , 04/13/2007 , VMC , Non-Fatal , Substantial ,1588
 LAX07LA126 , 04/13/2007 , VMC , Fatal(1) , Substantial ,1589
 CHI07CA109 , 04/13/2007 , VMC , Non-Fatal , Substantial ,1590
 DFW07CA091 , 04/13/2007 , VMC , Non-Fatal , Substantial ,1591
 LAX07CA128 , 04/13/2007 , VMC , Non-Fatal , Substantial ,1592
 MIA07LA075 , 04/13/2007 , VMC , Non-Fatal , Substantial ,1593
 DCA07FA037 , 04/12/2007 , IMC , Non-Fatal , Substantial ,1594
 LAX07CA125 , 04/12/2007 , VMC , Non-Fatal , Substantial ,1595
 SEA07CA117 , 04/12/2007 , VMC , Non-Fatal , Substantial ,1596
 LAX07LA127 , 04/12/2007 , VMC , Non-Fatal ,  ,1597
 ATL07CA074 , 04/12/2007 , VMC , Non-Fatal , Substantial ,1598
 CHI07LA108 , 04/11/2007 , IMC , Non-Fatal , Substantial ,1599
 ATL07LA073 , 04/11/2007 , IMC , Fatal(1) , Substantial ,1600
 CHI07CA100 , 04/11/2007 , VMC , Non-Fatal , Substantial ,1601
 DEN07CA086 , 04/11/2007 , VMC , Non-Fatal , Substantial ,1602
 DEN07CA084 , 04/11/2007 , VMC , Non-Fatal , Substantial ,1603
 MIA07LA073 , 04/10/2007 , IMC , Fatal(2) , Destroyed ,1604
 ATL07CA072 , 04/10/2007 , VMC , Non-Fatal , Substantial ,1605
 CHI07WA099 , 04/09/2007 , VMC , Fatal(3) , Substantial ,1606
 CHI07LA098 , 04/09/2007 , VMC , Fatal(2) , Destroyed ,1607
 LAX07FA123 , 04/09/2007 , VMC , Fatal(2) , Destroyed ,1608
 ATL07FA069 , 04/09/2007 , VMC , Fatal(2) , Destroyed ,1609
 DEN07LA082 , 04/09/2007 , VMC , Non-Fatal , Substantial ,1610
 DEN07LA083 , 04/09/2007 , VMC , Non-Fatal , Substantial ,1611
 SEA07LA097 , 04/09/2007 , VMC , Non-Fatal , Substantial ,1612
 SEA07LA095 , 04/08/2007 , VMC , Non-Fatal , Substantial ,1613
 LAX07LA122 , 04/08/2007 , VMC , Fatal(1) , Substantial ,1614
 DEN07CA085 , 04/08/2007 , VMC , Non-Fatal , Substantial ,1615
 ATL07CA071 , 04/08/2007 , VMC , Non-Fatal , Substantial ,1616
 NYC07IA092 , 04/07/2007 , VMC , Incident ,  ,1617
 SEA07CA099 , 04/07/2007 , VMC , Non-Fatal , Substantial ,1618
 SEA07CA096 , 04/07/2007 , VMC , Non-Fatal , Substantial ,1619
 MIA07LA072 , 04/07/2007 , VMC , Non-Fatal , Substantial ,1620
 MIA07LA071 , 04/07/2007 , VMC , Non-Fatal , Substantial ,1621
 CHI07FA107 , 04/07/2007 , VMC , Non-Fatal , Substantial ,1622
 SEA07LA094 , 04/06/2007 , VMC , Non-Fatal , Destroyed ,1623
 SEA07LA092 , 04/06/2007 , VMC , Non-Fatal , Substantial ,1624
 ANC07LA028 , 04/06/2007 , VMC , Non-Fatal , Substantial ,1625
 ATL07CA068 , 04/06/2007 , VMC , Non-Fatal , Substantial ,1626
 CHI07LA097 , 04/05/2007 , VMC , Non-Fatal , Substantial ,1627
 ATL07CA070 , 04/04/2007 , VMC , Non-Fatal , Substantial ,1628
 LAX07CA124 , 04/04/2007 , VMC , Non-Fatal , Substantial ,1629
 SEA07LA093 , 04/04/2007 , VMC , Non-Fatal , Substantial ,1630
 NYC07FA091 , 04/04/2007 , VMC , Fatal(3) , Destroyed ,1631
 SEA07LA090 , 04/04/2007 , VMC , Fatal(1) , Substantial ,1632
 SEA07LA098 , 04/04/2007 , VMC , Non-Fatal , Substantial ,1633
 SEA07CA091 , 04/03/2007 , VMC , Non-Fatal , Substantial ,1634
 CHI07CA130 , 04/03/2007 , VMC , Non-Fatal , Substantial ,1635
 ENG07RA021 , 04/03/2007 , VMC , Incident ,  ,1636
 LAX07CA120 , 04/02/2007 , VMC , Non-Fatal , Substantial ,1637
 ATL07LA067 , 04/02/2007 , VMC , Fatal(1) , Substantial ,1638
 DFW07LA090 , 04/02/2007 , VMC , Fatal(1) , Destroyed ,1639
 ENG07WA031 , 04/02/2007 , VMC , Non-Fatal , Substantial ,1640
 DEN07WA081 , 04/01/2007 , VMC , Fatal(2) , Destroyed ,1641
 LAX07LA119 , 04/01/2007 , VMC , Non-Fatal , Substantial ,1642
 ANC07LA027 , 04/01/2007 , VMC , Non-Fatal , Substantial ,1643
 MIA07CA070 , 04/01/2007 , VMC , Non-Fatal , Substantial ,1644
 LAX07LA136 , 04/01/2007 , VMC , Non-Fatal , Substantial ,1645
 SEA07CA089 , 03/31/2007 , VMC , Non-Fatal , Substantial ,1646
 NYC07CA090 , 03/31/2007 , VMC , Non-Fatal , Substantial ,1647
 SEA07LA145 , 03/31/2007 , VMC , Non-Fatal , Substantial ,1648
 MIA07CA069 , 03/31/2007 , VMC , Non-Fatal , Substantial ,1649
 MIA07IA080 , 03/31/2007 , VMC , Incident , Minor ,1650
 ANC07LA026 , 03/31/2007 , VMC , Non-Fatal , Substantial ,1651
 SEA07LA087 , 03/31/2007 , VMC , Non-Fatal , Substantial ,1652
 SEA07LA088 , 03/31/2007 , VMC , Non-Fatal , Substantial ,1653
 ATL07LA066 , 03/31/2007 , VMC , Fatal(1) , Substantial ,1654
 ENG07IA018 , 03/31/2007 , VMC , Incident , Minor ,1655
 LAX07LA118 , 03/30/2007 , VMC , Fatal(2) , Destroyed ,1656
 LAX07CA117 , 03/30/2007 , VMC , Non-Fatal , Substantial ,1657
 SEA07CA086 , 03/30/2007 , VMC , Non-Fatal , Substantial ,1658
 LAX07CA116 , 03/29/2007 , VMC , Non-Fatal , Substantial ,1659
 DFW07TA089 , 03/29/2007 , VMC , Non-Fatal , Substantial ,1660
 ATL07LA063 , 03/29/2007 , VMC , Non-Fatal , Substantial ,1661
 MIA07LA068 , 03/29/2007 , VMC , Non-Fatal , Substantial ,1662
 ATL07LA065 , 03/29/2007 , VMC , Non-Fatal , Substantial ,1663
 LAX07IA115 , 03/28/2007 , VMC , Incident , Minor ,1664
 CHI07LA096 , 03/28/2007 , VMC , Non-Fatal , Substantial ,1665
 NYC07FA088 , 03/28/2007 , VMC , Fatal(1) , Destroyed ,1666
 ENG07WA022 , 03/28/2007 , VMC , Incident , Minor ,1667
 LAX07WA235 , 03/27/2007 , VMC , Non-Fatal ,  ,1668
 DEN07FA079 , 03/27/2007 , VMC , Fatal(2) , Destroyed ,1669
 MIA07IA067 , 03/26/2007 , VMC , Incident ,  ,1670
 CHI07CA094 , 03/26/2007 , VMC , Non-Fatal , Substantial ,1671
 MIA07CA065 , 03/26/2007 , VMC , Non-Fatal , Substantial ,1672
 NYC07LA087 , 03/26/2007 , IMC , Non-Fatal , Substantial ,1673
 SEA07CA084 , 03/25/2007 , VMC , Non-Fatal , Substantial ,1674
 NYC07LA086 , 03/25/2007 , VMC , Non-Fatal , Substantial ,1675
 ATL07LA064 , 03/25/2007 , VMC , Non-Fatal , Substantial ,1676
 DFW07LA087 , 03/25/2007 , VMC , Non-Fatal , Substantial ,1677
 DFW07LA088 , 03/25/2007 , VMC , Non-Fatal , Substantial ,1678
 CHI07LA095 , 03/25/2007 , VMC , Non-Fatal , Substantial ,1679
 SEA07LA082 , 03/24/2007 , VMC , Non-Fatal , Substantial ,1680
 NYC07LA085 , 03/24/2007 , IMC , Non-Fatal , Substantial ,1681
 DEN07LA090 , 03/24/2007 , IMC , Incident , Minor ,1682
 MIA07CA064 , 03/24/2007 , VMC , Non-Fatal , Substantial ,1683
 ATL07CA062 , 03/24/2007 , VMC , Non-Fatal , Substantial ,1684
 SEA07CA083 , 03/24/2007 , VMC , Non-Fatal , Substantial ,1685
 ATL07CA059 , 03/24/2007 , VMC , Non-Fatal , Substantial ,1686
 NYC07FA083 , 03/24/2007 , IMC , Fatal(3) , Destroyed ,1687
 ATL07CA056 , 03/24/2007 , VMC , Non-Fatal , Substantial ,1688
 ATL07CA055 , 03/24/2007 , VMC , Non-Fatal , Substantial ,1689
 ATL07CA061 , 03/24/2007 , VMC , Non-Fatal , Substantial ,1690
 NYC07CA084 , 03/23/2007 , VMC , Non-Fatal , Substantial ,1691
 SEA07CA085 , 03/23/2007 , VMC , Non-Fatal , Substantial ,1692
 SEA07LA081A , 03/23/2007 , VMC , Non-Fatal , Substantial ,1693
 SEA07LA081B , 03/23/2007 , VMC , Non-Fatal , Minor ,1694
 DEN07LA078 , 03/23/2007 , VMC , Non-Fatal , Substantial ,1695
 DFW07WA095 , 03/22/2007 , VMC , Non-Fatal , Minor ,1696
 ATL07CA058 , 03/22/2007 , VMC , Non-Fatal , Substantial ,1697
 ENG07WA020 , 03/21/2007 , VMC , Incident ,  ,1698
