RegistrationNumber,AircraftCategory,Make,Model,AmateurBuilt,NumberofEngines,EngineType,passenger_seats,AirportCode
 N1903X , Airplane , Cessna , 182H , No ,1, Reciprocating ,283,ZTU
 N4761J ,Airplane, Beech , A23A , No ,1, Reciprocating ,275,RRC
 N12KY ,Airplane, North American , SNJ-5 , No ,1, Reciprocating ,335, PUB 
 N39810 ,Airplane, Burkhart Grob Flugzeugbau , G103 Twin Astir , No ,2,Reciprocating,222, PUB 
 N2074K ,Airplane, Schweizer , 269C , No ,1, Reciprocating ,208, PYM 
 N46588 , Airplane , Cessna , 172K , No ,1, Reciprocating ,187, KPHT 
 N404CT , Airplane , Bellanca , 17-30A , No ,1, Reciprocating ,325, BLM 
 N400VL , Airplane , Piper , PA-24-400 , No ,1, Reciprocating ,307,WJC
 N2489P , Airplane , Piper , PA-38-112 , No ,1, Reciprocating ,264, E45 
 N9150S , Airplane , Beech , C23 , No ,1, Reciprocating ,306, EZF 
 N440ES , Airplane , Cessna , 172R , No ,1, Reciprocating ,215, OSU 
 N313L , Airplane , Cirrus Design Corp. , SR-22 , No ,1, Reciprocating ,205, W95 
 N2911X , Airplane , Cessna ,177, No ,1, Reciprocating ,187, AQY 
 N273W , Glider , Schleicher , ASW-27B , No ,0,Reciprocating,396, Q12 
 N911VC ,Airplane, McDonnell Douglas , 369FF , No ,1, Turbo Shaft ,384,SLM
 N418MS ,Airplane, Found Aircraft Canada , FBA-2C2 , No ,1, Reciprocating ,387, RNO 
 N102RK ,Airplane, Flight Design USA , CT-SW , No ,1, Reciprocating ,161, AEG 
 N75FP , Airplane , Polcyn , Long-EZE , Yes ,1, Reciprocating ,359, SET 
 N521ER , Airplane , Cessna , 172S , No ,1, Reciprocating ,294, IGM 
 N11341 , Airplane , Cessna ,150, No ,1, Reciprocating ,203, 0F8 
 N73813 , Airplane , Cessna ,172, No ,1, Reciprocating ,187, BCV 
 N1271B , Airplane , COLUMBIA , LC42-550FG , No ,1, Reciprocating ,286, LEMT 
 N332HA , Airplane , Beech ,58, No ,2, Reciprocating ,155, IGQ 
 N4663D , Airplane , Cessna , 172N , No ,1, Reciprocating ,397, DVT 
 N323RW , Airplane , Mooney , M20R , No ,1, Reciprocating ,213, GHG 
 N441QF , Airplane , Cessna , 172R , No ,1, Reciprocating ,317, ORF 
 N7272S , Airplane , Cessna ,150, No ,1, Reciprocating ,205,AWR
 N424HD ,Airplane, EADS PZL WARSZA , PZL-104M Wilga , No ,1, Reciprocating ,190, TPF 
N8905C,Airplane, Piper , PA-34-200T ,No,2,Reciprocating,286,AEC
 N209 ,Airplane, Camair ,480, No ,2, Reciprocating ,279,JFW
 N766DP ,Airplane, Cessna , T210R , No ,1, Reciprocating ,292, 5C1 
 N79286 ,Airplane, Cessna , 172K , No ,1, Reciprocating ,191, 5C1 
 N226RW , Helicopter , Sud Aviation , SE3130 Alouette II , No ,1, Turbo Shaft ,377, NONE 
 N354NT , Helicopter , AEROSPATIALE , AS350BA , No ,1, Turbo Shaft ,285, HI01 
 N9381W , Airplane , PIPER , PA-28-235 , No ,1, Reciprocating ,193,BMP
 N6520B , Airplane , Cessna , T210M , No ,1, Reciprocating ,264, 61B 
 N4WY , Airplane , Mooney , M20J , No ,1, Reciprocating ,198, KTOC 
 N263CP ,Airplane, Eurocopter , EC120B , No ,2,Reciprocating,179,DVW
N1104J,Airplane, Robinson , R-22 BETA , No ,2,Reciprocating,362,JIA
N7252P,Airplane, Boeing , B737-400 , No ,2,Reciprocating,215,FXP
 N785M ,Airplane, Enstrom , F-28F , No ,1, Reciprocating ,315,NTJ
 N921DA ,Airplane, Diamond Aircraft Industries , DA-20-C1 , No ,1, Reciprocating ,376, PUB 
 N89WW ,Airplane, Wood , Quickie Q-2 , Yes ,1, Reciprocating ,387,QTY
 N5547F ,Airplane, Piper , PA-28-140 , No ,1, Reciprocating ,273,XRH
 N66513 ,Airplane, Cessna , 150M , No ,1, Reciprocating ,237, BFR 
 N150SP , Helicopter , Bell , 206 B3 , No ,1, Turbo Shaft ,376, NONE 
 N2145T , Airplane , Cessna , 172R , No ,1, Reciprocating ,253,YXS
 N100FG ,Airplane, Beech , 95-C55 , No ,2, Reciprocating ,176, 7FL6 
 N5134V ,Airplane, Hughes , 369D , No ,1, Turbo Shaft ,313,AHT
 N735SD ,Airplane, Cessna , 182Q , No ,1, Reciprocating ,205, BNG 
 N789JM ,Airplane, Mallian , Rocket II , Yes ,1, Reciprocating ,184,SKN
 N93BD , Airplane , Ogden Aubrey D , BD-4 , Yes ,1, Reciprocating ,351, 0E0 
 N78DH , Airplane , Hirsch , Thorp T-18 , Yes ,1, Reciprocating ,336, SDM 
 N6628U , Airplane , Mooney , M20D , No ,1, Reciprocating ,348, VIS 
 N44233 , Airplane , Taylorcraft , BC12-D , No ,1, Reciprocating ,312,HBK
 N526ER , Airplane , CESSNA , 172S , No ,1, Reciprocating ,381, PRC 
 N515JM , Helicopter , Schweizer , 269-C , No ,1, Reciprocating ,175,DRH
N0748K,Airplane, Boeing , 767-300 ,No,2,Reciprocating,183,EAN
 N682RA ,Airplane, Cessna , 150G , No ,1, Reciprocating ,234,OUV
 N1554Z ,Airplane, Beech , P35 , No ,1, Reciprocating ,161, PNC 
 N18642 , Airplane , Monocoupe ,110, No ,1, Reciprocating ,246, CMA 
 N3278F , Airplane , Mooney , M20F , No ,1, Reciprocating ,184, ILG 
 N330KW ,Airplane, Eurocopter France , SA330J , No ,2, Turbo Shaft ,154, KLKV 
 N320TX , Airplane , Ingraham , RV-6 , Yes ,1,Reciprocating,215,KNY
 N14685 ,Airplane, Cessna , T182T , No ,1, Reciprocating ,382,OAD
 None ,Airplane, Unknown , Kolb Mark III , Yes ,1, Reciprocating ,176, 75FL 
 N448BP , Helicopter , Robinson , R-44 , No ,1, Reciprocating ,389, 9A1 
 N600WW , Airplane , Waltz , Sonex Waiex , Yes ,1, Reciprocating ,169, KDVT 
 N1864X , Airplane , Cessna , 182H , No ,1, Reciprocating ,396, 0L7 
 N786UA , Airplane , BOEING , 777-200B , No ,2,Reciprocating,220,FSX
 N199K , Helicopter , Robinson , R22 Beta II , No ,1, Reciprocating ,346, TLR 
 N8347V , Helicopter , Robinson , R22 Beta , No ,1, Reciprocating ,174, MLB 
 N7141A , Airplane , Cessna ,172, No ,1, Reciprocating ,395, 6B4 
 N2213Z ,Airplane, Piper , PA-28-181 , No ,1, Reciprocating ,275, KVNC 
 None ,Airplane, Mark Gibson , BB Trike , Yes ,1, Reciprocating ,310,OFL
 N81EU ,Airplane, Scherer , Europa , Yes ,1, Reciprocating ,390, CCB 
 N648AE ,Airplane, Embraer , EMB-145LR , No ,2, Turbo Fan ,358, DAL 
 N8180H ,Airplane, Hiller , UH-12A , No ,1, Reciprocating ,357,BIK
 N224MT , Airplane , Cirrus Design Corp. , SR22 , No ,1, Reciprocating ,235,WRS
 N2343M , Airplane , Piper , PA-12 , No ,1, Reciprocating ,369, LWS 
 N5077F , Gyrocraft , Rotary Air Force Marketing , RAF 2000 , No ,1, Reciprocating ,187, 79C 
 N8063K , Airplane , Gulfstream-Schweizer , G-164B , No ,1, Reciprocating ,378,LAY
 N2808P , Airplane , Piper , PA-22-150 , No ,1, Reciprocating ,155, KFPR 
 N9115C ,Airplane, Cessna ,180, No ,1, Reciprocating ,218, BLI 
 N779AN ,Airplane, Boeing ,777, No ,2, Turbo Fan ,218, ORD 
N8268P,Airplane,Cessna, RV-4 , Yes ,2,Reciprocating,359,BRL
 N5321D , Airplane , Cessna , 172N , No ,1, Reciprocating ,324, BIV 
 N678JP ,Airplane, Ayres , S2R-T41 , No ,1, Turbo Prop ,180,BCP
 N32285 ,Airplane, Piper , PA-28-140 , No ,1, Reciprocating ,396, W75 
 N601DB ,Airplane, Barnhart , RV-6 , Yes ,1, Reciprocating ,263, S50 
 N550XL ,Airplane," Liberty Aerospace, Inc. ", XL-2 , No ,1, Reciprocating ,389, KOMN 
 N7900Y ,Airplane, Piper , PA-30 , No ,2, Reciprocating ,359, F82 
 N582W , Powered-Lift , Buckeye , Breeze XL , No ,1, Reciprocating ,255,WYW
 N445HR , Helicopter , Bell , ARH-70 Exp. , No ,1, Turbo Shaft ,171, KGKY 
 N134DG , Airplane , Flight Design , CTSW , No ,1, Reciprocating ,370, 0TX1 
N5680X,Airplane, Boeing ,M20E,No,2,Reciprocating,357,PUJ
 N39KB , Airplane , Maule , M-7-235B , No ,1, Reciprocating ,252, KPRC 
 N938JF , Airplane ," Van's Aircraft, Inc ", RV7A , Yes ,1, Reciprocating ,224, 7FL4 
N0770Q, Helicopter , BELL ,212, No ,2,Reciprocating,211,XFE
 N402ET ,Airplane, Cessna , 402C , No ,2, Reciprocating ,301, CDV 
 N41077 ,Airplane, Piper , PA-31-350 , No ,2, Reciprocating ,355,DER
 N1162M ,Airplane, Cessna , 210K , No ,1, Reciprocating ,283, 5R3 
 N453SH , Helicopter , Robinson , R22 Beta , No ,1, Reciprocating ,154,NTW
 N862RW ,Airplane, Embraer , ERJ-170 , No ,2, Turbo Fan ,345, CLE 
 N6KT ,Airplane, Stevens , KB-2 , Yes ,1, Reciprocating ,269, F29 
 N6641V ,Airplane, Bellanca , 17-30A , No ,1, Reciprocating ,356,RBR
N9883C,Airplane, Boeing , 737-400 ,No,2,Reciprocating,363,FBF
 N515SF , Airplane , Luscombe , 8A , No ,1, Reciprocating ,396, CPM 
 N47480 , Airplane , Piper , PA-28-181 , No ,1, Reciprocating ,370, 44N 
 N57RM , Airplane , Peay , Quckie Q-200 , Yes ,1, Reciprocating ,392, KLVK 
 N2480 , Airplane , American Legend , AL-11 , No ,1, Reciprocating ,270, 6R6 
 N7722D , Airplane , Flight Design GMBH , CTSW , No ,1, Reciprocating ,394, S67 
 N270JA , Airplane , Cessna , 172S , No ,1, Reciprocating ,234, SUS 
N1094P,Airplane, Piper , PA-34-200T , No ,2,Reciprocating,259,SGM
 N111SC ,Airplane, Cessna , 340A , No ,2, Reciprocating ,396, CBF 
 N927FR ,Airplane, Airbus Industrie , A319-111 , No ,2, Turbo Fan ,213, DEN 
 N2629U , Airplane , Cessna , 172B , No ,1, Reciprocating ,281, KSEP 
 N289SP , Airplane , Cessna , 172S , No ,1, Reciprocating ,276, X25 
 N194LF ,Airplane, Columbia Aircraft , LC41-550FG , No ,1, Reciprocating ,257,ZSF
 N5057Y ,Airplane, Piper , PA-18-150 , No ,1, Reciprocating ,393,YLI
 N168CK ,Airplane," Bombardier, Inc. ", CL-600-2B19 , No ,2,Reciprocating,311,NDF
 N690WR ,Airplane, Eurocopter France , EC120B , No ,1, Turbo Shaft ,187,CBU
 N160TR ,Airplane, Piper , PA-31T , No ,2,Reciprocating,360,KON
 N3875R , Airplane , Burkhart-Grob , G109 , No ,1, Reciprocating ,390, GA06 
 N2335M , Airplane , Piper , PA-12 , No ,1, Reciprocating ,175, 27A 
 N10438 , Airplane , Maule , MXT-7-180A , No ,1, Reciprocating ,284, B18 
 N819BP ,Airplane, McDonnell Douglas , 369FF , No ,1, Turbo Shaft ,214,ICJ
 N4258R ,Airplane, Piper , PA-32-300 , No ,1, Reciprocating ,195,RDX
N7916K,Airplane, Boeing ,747, No ,2,Reciprocating,174,KGR
N5336E, Airplane , AIRBUS , A300 , No ,2, Turbo Fan ,238, PVG 
 None , Airplane , Wampole , Mini-Max , Yes ,1, Reciprocating ,394,WXN
 N229P , Airplane , Fortuna , Sonex , Yes ,1, Reciprocating ,229, KATA 
 N2195B ,Airplane, Piper , PA-34-200T , No ,2, Reciprocating ,156,NFM
 N9478E , Airplane , Cessna , 172N , No ,1, Reciprocating ,273, PJY 
 N124SJ , Airplane , Cessna ,172, No ,1, Reciprocating ,208, KLNC 
 N648JB ,Airplane, Airbus , A-320-232 , No ,2,Reciprocating,266, JFK 
 N506BC , Airplane , BEECH , A36 , No ,1, Reciprocating ,303,HZC
 N2438W , Glider , Schweizer , SGS 2-3C , No ,0,Reciprocating,392,ULI
 N271RG , Airplane , Cessna ,152, No ,1, Reciprocating ,199, LGB 
 N5737M , Airplane , Mooney Aircraft Corp. , M20K , No ,1, Reciprocating ,391, DDC 
 N315P ,Airplane, Beech , A36 , No ,1, Reciprocating ,390, KSSI 
 N45GM ,Airplane, Beech , H-18 , No ,2, Reciprocating ,272, GBD 
 N69845 ,Airplane, Cessna ,414, No ,2, Reciprocating ,177, ECU 
 N9395B ,Airplane, Cessna , 172RG , No ,1, Reciprocating ,339, DAB 
 N6390U ,Airplane, Cessna , T210R , No ,1, Reciprocating ,168, RXE 
 N1116Y ,Airplane, Cessna , 208B , No ,1, Turbo Prop ,159, AIA 
 N711AT , Airplane , American Champion , 7GCBC , No ,1, Reciprocating ,322, 1J6 
 N3889X , Airplane , Aero Commander ,100, No ,1, Reciprocating ,240,OMO
 N5843E , Airplane , Cessna , C150 , No ,1, Reciprocating ,255, 8A9 
 N45MF , Airplane , Beech ,200, No ,2, Turbo Shaft ,371, BZN 
 N451DL , Helicopter , McDonnell Douglas , 600N , No ,1, Turbo Shaft ,372, KTVR 
 N20164 ,Airplane, Brown , Pitts S-1 , Yes ,1, Reciprocating ,380,ERM
N6971K,Airplane, Cirrus , SR22 , No ,2,Reciprocating,221,HKS
 HK2277 ,Airplane, McDonnell Douglas , DC-8-71F , No ,4, Turbo Fan ,340, MIA 
 N6XH , Airplane , Beech , F35 , No ,1, Reciprocating ,198, KTKI 
 N9670T , Airplane , Piper , PA-38-112 , No ,1, Reciprocating ,214, 28U 
 N491AE , Helicopter , Eurocopter France , EC120B , No ,1, Turbo Shaft ,172, 6A2 
N2275D,Airplane, Piper , PA-28-140 ,No,2,Reciprocating,225,FMN
 N30140 ,Airplane, Waco , UPF-7 , No ,1, Reciprocating ,221,ZDP
 N49270 ,Airplane, Boeing , A75N1(PT17) , No ,1, Reciprocating ,273,MVD
 N201RV ,Airplane, Mooney , M20J , No ,1, Reciprocating ,308, L08 
 N6248K ,Airplane, Republic , RC-3 , No ,1, Reciprocating ,307,MFW
 N41RH ,Airplane, Hallburg , Amphibian S21D , Yes ,1, Reciprocating ,159,TQV
 N928UA ,Airplane, Boeing , 737-522 , No ,2, Turbo Jet ,382, DEN 
N8324P,Airplane, Bell ,407, No ,2,Reciprocating,250,SUS
 N777AJ , Airplane , Raytheon Aircraft Company , B200 , No ,2, Turbo Prop ,201, CGI 
 N901SR ,Airplane, Cirrus Design Corp. , SR20 , No ,2,Reciprocating,159,SLI
 N944CA , Airplane , SOCATA , TBM 700 , No ,1, Turbo Prop ,155, EWB 
 N69TT , Airplane , C.W Crane , T2 , Yes ,1, Reciprocating ,246, X47 
N0799F,Airplane, Robinson , R44 II , No ,2,Reciprocating,215,MOI
 N7109G , Airplane , CESSNA , 172K , No ,1, Reciprocating ,184,BQZ
N4372L,Airplane, Cessna , 172RG , No ,1, Reciprocating ,321,TJF
 N2074K , Helicopter , Schweizer , 269C , No ,1, Reciprocating ,347, PYM 
 N6631C ,Airplane, Cessna , 414A , No ,2, Reciprocating ,270, DIK 
 N3233M ,Airplane, Piper , PA-12 , No ,1, Reciprocating ,295,DEM
 N20SS ,Airplane, Cessna , 310Q , No ,2, Reciprocating ,350, ACY 
 N141RH ,Airplane, Martin/Harris , Harmon Rocket , Yes ,1, Reciprocating ,338, KTDD 
 N760C , Airplane , Piper , PA-46-500TP , No ,1, Turbo Prop ,196,IIR
 N979HA , Airplane ," Bombardier, Inc. ", DHC-8-103 , No ,2, Turbo Prop ,163,FZT
 N25932 , Airplane , Cessna ,152, No ,1, Reciprocating ,382, WVI 
 N4584L ,Airplane, Cessna ,421, No ,2, Reciprocating ,395,DBK
 N761RS ,Airplane, Cessna , T210M , No ,1, Reciprocating ,280,UVN
 N32BM , Glider , Schweizer , SGS 2-32 , No ,0,Reciprocating,221, 1N7 
 N6914T , Airplane , Piper , PA-46-310P , No ,1, Reciprocating ,398, MBO 
 N221GW , Airplane , Cirrus Design , SR-22 , No ,1, Reciprocating ,184,VDB
N9661Y,Airplane, Airbus Industrie , A310 , No ,2,Reciprocating,291,UNC
 N777HY , Airplane , Aviat , A-1B , No ,1, Reciprocating ,170, APA 
 N8503A ,Airplane, Hughes , 269A , No ,1, Reciprocating ,272, 80XS 
 N20956 , Airplane , Cessna , 172S , No ,1, Reciprocating ,270,JUA
 N2621Z , Airplane , Cessna , 172R , No ,1, Reciprocating ,383, KOJC 
 N385DT , Airplane , Tanker , DR-107 One Design , Yes ,1, Reciprocating ,272, 1F7 
 N757LW , Airplane , Airborne Windsports LTD , Classic , No ,1, Reciprocating ,385, SEF 
 N215KP ,Airplane, JIHLAVAN , KP-5 , No ,1, Reciprocating ,295,MMU
 N83HT , Airplane , Cessna ,152, No ,1, Reciprocating ,205, KDWH 
N2786K, Airplane , Raytheon , B-1900 , No ,2,Reciprocating,194,UYT
 N727JR ,Airplane, Hiller , UH-12B , No ,2,Reciprocating,287,MCD
 N17337 ,Airplane," Bombardier, Inc. ", CL-600-2B19 , No ,2, Turbo Fan ,196,KGD
 N699CZ ,Airplane, Beechcraft , BE99 , No ,2, Turbo Prop ,199, MKE 
 N7886Q ,Airplane, Cessna , 402-B , No ,2, Reciprocating ,198, MKE 
 N492AT ,Airplane, Cessna ,550, No ,2, Turbo Fan ,393, BTP 
 N41HR ,Airplane, Ross , Hummer Pitts Special , Yes ,1, Reciprocating ,235, SCK 
N8842G,Airplane, Cessna , 550 Bravo , No ,2,Reciprocating,296,NEE
 N49053 , Airplane , Cessna ,152, No ,1, Reciprocating ,287, KMLC 
 N2006V , Airplane , Cessna ,140, No ,1, Reciprocating ,297, F70 
N8658P,Airplane, Airbus Industrie , A300-600 , No ,2,Reciprocating,155,QNL
 N4456K ,Airplane, Ryan , Navion , No ,1, Reciprocating ,270, MKY 
 N2599U ,Airplane, Cessna , 172D , No ,1, Reciprocating ,320, 2S2 
 N117BG ,Airplane," Greenhaw, William ", Lancair 360 , Yes ,1, Reciprocating ,322, 8A1 
 N98096 , Airplane , Piper , J3C-65 , No ,1, Reciprocating ,268,OAD
 N88JE , Airplane ," Smith, Ted Aerostar ", 601P , No ,2, Reciprocating ,277, CAG 
 N924SH , Helicopter , Robinson , R-22 Beta 2 , No ,1, Reciprocating ,262, KSLE 
 N2447Z , Balloon , General Balloon Corp. , AX-6 , No ,0,Reciprocating,177,KXG
 N3209X ,Airplane, Ayres , S2R-G6 , No ,1, Turbo Prop ,315, KCHN 
 N59RR ,Airplane, Reisinger , Sonerai II L , Yes ,1, Reciprocating ,215, AMN 
N3781A, Airplane , DASSAULT , FALCON900 , No ,3, Turbo Fan ,162, LGW 
 NONE , Airplane ," Quad City Ultralight, LLC ", Challenger Special , Yes ,1, Reciprocating ,377, O37 
 N185BC , Helicopter , Bell Helicopter , 206BIII , No ,1, Turbo Shaft ,302, KPTV 
 N9392X , Airplane , Cessna , 182E , No ,1, Reciprocating ,165, OFP 
 N477EM , Airplane , Foley James , Searey , Yes ,1, Reciprocating ,347, DXR 
 N1670V , Airplane , Cessna ,120, No ,1, Reciprocating ,228, NONE 
 N9087Z , Balloon , Balloon Works , Firefly 9B-15 , No ,0,Reciprocating,203,SYN
 N82FA , Airplane , Douglas , C54G-DC , No ,4, Reciprocating ,185,KBL
 N9937H ,Airplane, Cessna , 182R , No ,1, Reciprocating ,242,WGY
 N43630 ,Airplane, Piper , PA-28-180 , No ,1, Reciprocating ,171, RKS 
 N7218X ,Airplane, Cessna , 150A , No ,1, Reciprocating ,223, P52 
 N747BL ,Airplane, Piper , PA-46-500TP , No ,1, Turbo Prop ,262, 1L9 
 N17PA ,Airplane, Piaggio Industrie , P180 , No ,2, Turbo Prop ,162, EGE 
 N711SK ,Airplane, Beech , A36 , No ,1, Reciprocating ,286, CDW 
 N90KB , Airplane , Partenavia , P 68C , No ,2, Reciprocating ,250,VTR
 N369JG , Airplane , Jim Garrison , N11 , Yes ,1, Reciprocating ,368, X21 
 N29888 ,Airplane, Cessna ,177, No ,1, Reciprocating ,263,ZRB
 N184RB ,Airplane, Piper , PA-46-500TP , No ,1, Turbo Prop ,304, KTPA 
 N1190K , Airplane , Luscombe , 8A , No ,1, Reciprocating ,339, KELP 
 N3BP , Airplane , Navion , G Model , No ,1, Reciprocating ,349, 23CN 
 N18WB , Airplane , Cessna ,140, No ,1, Reciprocating ,248, RHV 
 N237WT ,Airplane, Piper , PA-18 , No ,1, Reciprocating ,374,BRR
 N341TJ ,Airplane, Piper , PA-34-200 , No ,2,Reciprocating,153,IJG
 N8183E ,Airplane, Beech , A36 , No ,1, Reciprocating ,350, FMN 
 N425TN ,Airplane, Cessna ,425, No ,2, Turbo Prop ,273, MGN 
 N502SS ,Airplane, Cessna , 182Q , No ,1, Reciprocating ,345,FBK
 N77215 ,Airplane, Cessna ,525, No ,2, Turbo Jet ,263, VNY 
 N518GM , Airplane , Piper , PA 18-150 , No ,1, Reciprocating ,234, NONE 
 N950MA , Airplane , MITSUBISHI , MU-2B-36 , No ,2, Turbo Prop ,305, MDW 
 N5443S ,Airplane, Cessna , TR182 , No ,1, Reciprocating ,368, MYF 
 N8050Z , Helicopter , Robinson , R22 Beta , No ,1, Reciprocating ,180, KLAL 
N6579P,Airplane, Boeing , 757-212 , No ,2,Reciprocating,155, ATL 
 N534SP ,Airplane, Cessna , 172S , No ,1, Reciprocating ,242, WJF 
 N2625H ,Airplane, Cessna ,310, No ,2, Reciprocating ,400,BSY
 N40AN , Airplane , Learjet , 35A , No ,2, Turbo Fan ,152, LCK 
 N54DT , Airplane , Barron , Thorp T18 , Yes ,1, Reciprocating ,293, 29G 
 N9941M ,Airplane, Cessna , 207A , No ,1, Reciprocating ,323,ZRE
 N444TW ,Airplane, Gates Learjet , 24F , No ,2, Turbo Fan ,378, MGDL 
 N720Z ,Airplane, Piper , PA-60-601P , No ,2, Reciprocating ,381, JHW 
 N945SH ,Airplane, Raytheon , B300 , No ,2, Turbo Prop ,218, APA 
 N6470H ,Airplane, Cessna ,207, No ,1, Reciprocating ,190, PAKI 
 N1882 ,Airplane, Bell , 206B , No ,1, Turbo Shaft ,373,MNL
N2231I, Airplane , MCDONNELL DOUGLAS , MD11 , No ,3, Turbo Fan ,230, JFK 
N0187L,Airplane, Beech , A-100 , No ,2,Reciprocating,333,MAC
 N5728S ,Airplane, Schweizer , SGS 2-33 , No ,0,Reciprocating,217, IMM 
 N56434 , Airplane , Ryan Aeronautical , ST3KR , No ,1, Reciprocating ,195,HOM
 N2185R , Airplane , Cessna , 182G , No ,1, Reciprocating ,304, LAA 
 N764PC , Helicopter , Enstrom , F28A , No ,1, Reciprocating ,185,UMH
 N63332 , Airplane , Cessna , 150M , No ,1, Reciprocating ,249, 04WI 
N1698C,Airplane, Piper , PA-31-350 , No ,2,Reciprocating,362,AZQ
N2191C,Airplane, Swearingen , SW-4 , No ,2,Reciprocating,251, DEN 
N2666J,Airplane, Airbus Industrie , A-319 , No ,2,Reciprocating,225, DEN 
 N8231D ,Airplane, Piper , PA-34-200T , No ,2, Reciprocating ,182,ISD
 N55YS ,Airplane, Cessna , 182P , No ,1, Reciprocating ,192, KCAE 
 N1088G ,Airplane, Hughes , 369D , No ,1, Turbo Shaft ,251,PLQ
 N2658 ,Airplane, Cessna , 182R , No ,1, Reciprocating ,181, BVX 
 N186AC , Airplane , American Champion (ACAC) , 8GCBC , No ,1, Reciprocating ,358,KPR
 N695X , Airplane , Cessna , R182 , No ,1, Reciprocating ,313, N05 
 N364MA , Airplane , Cessna , 172S , No ,1, Reciprocating ,375, ALN 
 N113JD ,Airplane, Marino , Exec 162F-1995 , Yes ,1, Reciprocating ,391,YSI
 N678DC ,Airplane, Beech ,58, No ,2, Reciprocating ,191, DCY 
 YV-2045 ,Airplane, Fairchild Merlin , SA-226-T , No ,2, Turbo Prop ,286, KRVS 
 N3940R ,Airplane, Cesna , 172H , No ,1, Reciprocating ,385,ODN
N8912B,Airplane, Boeing , 737-400 , No ,2,Reciprocating,355,KBC
 N821GS , Airplane , Piper , PA-34-200T , No ,2, Reciprocating ,238,YYA
 N988SP , Airplane , Cessna , 172S , No ,1, Reciprocating ,358, 88R 
 N7769W , Airplane , Piper , PA-28-180 , No ,1, Reciprocating ,396, 06U 
 N348TF , Airplane , Piper , PA-28-181 , No ,1, Reciprocating ,297, CBE 
 N5319J , Airplane , Piper , PA 32R 301T , No ,1, Reciprocating ,276, XS77 
N9952B,Airplane, Boeing , B757-200 ,No,2,Reciprocating,178,YAT
 N5093A ,Airplane, Cessna , T210N , No ,1, Reciprocating ,374,LPA
 N7090S ,Airplane, Cessna , TR182 , No ,1, Reciprocating ,163,QCD
 N888PR ,Airplane, Piper , PA-32-300 , No ,1, Reciprocating ,169,FED
 N928LM ,Airplane, MINO , Kitfox 3 , Yes ,1, Reciprocating ,174, 1V6 
 N50814 ,Airplane, Cessna , 150J , No ,1, Reciprocating ,382, SEE 
 N9198Z ,Airplane, Cessna ,140, No ,1, Reciprocating ,220, VNY 
 N93TT ,Airplane, Tessier , Avid Flyer , Yes ,1, Reciprocating ,369,PFA
N7547K,Airplane, de Havilland , DHC-5 , No ,2,Reciprocating,356,CVJ
N5724R,Airplane, Sabreliner Corp. , NA-265T39 , No ,2,Reciprocating,328,SWR
N9453W,Airplane, Boeing , 767-300ER(F) , No ,2,Reciprocating,363,PXQ
 N9655F , Helicopter , Hughes , 269C , No ,1, Reciprocating ,233, KMWL 
 N2319L , Airplane , Beech , BE-23 , No ,1, Reciprocating ,338,JLB
 N234RV ,Airplane, Averyt , Vans RV-4 , Yes ,1, Reciprocating ,201, 3S8 
 N99TH ,Airplane, Beech , B-99 , No ,2, Turbo Prop ,210, RAP 
N0028F,Airplane, Piper , PA-28-161 , No ,2,Reciprocating,333,HZZ
 N9284P ,Airplane, Piper , PA-24-260B , No ,1, Reciprocating ,379, BLV 
N5317P,Airplane, Boeing , 737-400 , No ,2,Reciprocating,241,UZF
 N9596M ,Airplane, Mooney , M-20F , No ,1, Reciprocating ,276,PKJ
 N4598S ,Airplane, Beech , A36 , No ,1, Reciprocating ,196, WJF 
 N172BP , Airplane , Cessna , 172M , No ,1, Reciprocating ,393, KEYQ 
 N2021H , Airplane , Ercoupe (Eng & Research Corp.) , 415-C , No ,1, Reciprocating ,375, 5MS2 
 N794G , Glider , Burkhart Grob , G-103A , No ,0,Reciprocating,233, MEV 
 N6864C , Airplane , Cessna , T210L , No ,1, Reciprocating ,154,REG
 N9364U , Airplane , Cessna , 150M , No ,1, Reciprocating ,317, ETN 
 N207WN , Airplane , Boeing , 737-7H4 , No ,2, Turbo Fan ,302, KSAN 
 N673AA , Airplane , BOEING , 737-3A4 , No ,2, Turbo Fan ,307, KSAN 
 G-BNLM , Airplane , Boeing , 747-436 , No ,4, Turbo Fan ,231, KMIA 
 N55MB ,Airplane, Rockwell International ,114, No ,1, Reciprocating ,289, APT 
 N159RA ,Airplane, Cessna , 172S , No ,1, Reciprocating ,331, RVS 
 N400CS ,Airplane, Cessna ,414, No ,2, Reciprocating ,348, JST 
